CODE;VERSION;DESCRIPTION;STATUS;GROUP_CODE
"EC010937";"3";"Sliding piece, embedding duct";"Published";"EG015560"
"EC010938";"5";"Self-closing tap - mechanical";"Published";"EG017610"
"EC010939";"5";"Double radiator wall console";"Published";"EG019490"
"EC010940";"5";"Storage sprinkler";"Published";"EG015610"
"EC010941";"4";"Fixed-point corner support";"Published";"EG000049"
"EC010942";"4";"Automatic draining system for shower hose";"Published";"EG017610"
"EC010943";"4";"Plastic expansion sleeve";"Published";"EG015570"
"EC010944";"4";"Air flow sensor";"Published";"EG015820"
"EC010946";"7";"Thermostatic steam trap";"Published";"EG015810"
"EC010947";"3";"Trap protector, adapted sanitary fittings";"Published";"EG017210"
"EC010948";"4";"Backrest";"Published";"EG017210"
"EC010950";"5";"Stainless steel pipe";"Published";"EG015530"
"EC010951";"3";"Profiled tube clip";"Published";"EG017970"
"EC010953";"2";"Radiator base";"Published";"EG019490"
"EC010954";"8";"Single-walled flue gas attachment, 2 connections";"Published";"EG015560"
"EC010955";"5";"Combined boiler for detachable burner";"Published";"EG015210"
"EC010957";"4";"Free programmable controller extension";"Published";"EG015850"
"EC010958";"4";"Membrane pressure expansion vessel";"Published";"EG015260"
"EC010959";"7";"Vacuum valve";"Published";"EG015810"
"EC010961";"3";"Application for freely programmable controller";"Published";"EG015850"
"EC010962";"5";"Shower door";"Published";"EG017920"
"EC010963";"4";"Foundation hook";"Published";"EG000049"
"EC010964";"4";"Siphon tube";"Published";"EG017550"
"EC010965";"4";"Transport wheel fork";"Published";"EG015920"
"EC010967";"3";"Tap fastening element for construction wall";"Published";"EG017970"
"EC010968";"1";"Programming unit for servomotor/controller";"Published";"EG015620"
"EC010969";"7";"Hook-and-loop fastener";"Published";"EG000049"
"EC010971";"5";"Accessories/spare parts for hot tap water heater";"Published";"EG015210"
"EC010972";"2";"Recess for toilet brush fittings";"Published";"EG017210"
"EC010973";"3";"Height adjustment system shower seat";"Published";"EG017210"
"EC010974";"4";"Cap bracket";"Published";"EG000049"
"EC010977";"2";"Chimney double wall bracket";"Published";"EG015560"
"EC010979";"3";"Double wall/built-in element urinal without flushing apparatus";"Published";"EG017130"
"EC010980";"6";"Built-in circulation pump";"Published";"EG015260"
"EC010982";"7";"Bell float-controlled trap";"Published";"EG015810"
"EC010983";"6";"Flue gas/air supply collector";"Published";"EG015560"
"EC010984";"4";"Washbasin bracket";"Published";"EG017210"
"EC010985";"6";"Drain valve (radiator and tap water)";"Published";"EG015610"
"EC010989";"5";"Plastic twin hose";"Published";"EG015510"
"EC010990";"4";"Vent cross cowl";"Published";"EG015580"
"EC010991";"6";"Double-walled flue gas attachment, 1 connection";"Published";"EG015560"
"EC010992";"1";"Chimney spacer construction";"Published";"EG015560"
"EC010993";"3";"Chimney sound absorber";"Published";"EG015560"
"EC010994";"3";"Centrifugal fan";"Published";"EG015260"
"EC010995";"4";"T-model beam clamp";"Published";"EG000049"
"EC010996";"3";"Connecting bracket for sling";"Published";"EG000049"
"EC010997";"4";"Shelf carrier";"Published";"EG017210"
"EC010999";"4";"Gas preburner";"Published";"EG015210"
"EC011000";"3";"System profile sanitary";"Published";"EG017970"
"EC011001";"4";"Urinal partition";"Published";"EG017920"
"EC011003";"7";"Wall grab handle/rail";"Published";"EG017210"
"EC011004";"1";"Recess for shelf holder";"Published";"EG017210"
"EC011005";"4";"Stud for brackets";"Published";"EG000049"
"EC011007";"4";"Spiral-wound flange gasket (not normed)";"Published";"EG015910"
"EC011008";"5";"Spiral-wound flange gasket (ANSI)";"Published";"EG015910"
"EC011009";"6";"Faeces pump with standard motor";"Published";"EG015260"
"EC011010";"5";"Radiator coupling";"Published";"EG015540"
"EC011011";"6";"Roof mounted fan";"Published";"EG015260"
"EC011012";"5";"Circulating fan";"Published";"EG015260"
"EC011013";"5";"Duct fan";"Published";"EG015260"
"EC011014";"5";"Broaching saddle";"Published";"EG015540"
"EC011015";"5";"Gas valve";"Published";"EG015610"
"EC011016";"2";"Push-on profile, rectangular air duct";"Published";"EG015560"
"EC011017";"4";"One-bladed air control valve, rectangular";"Published";"EG015630"
"EC011018";"3";"Back-draught shutter for roof mounted fan";"Published";"EG015630"
"EC011019";"6";"Sound absorber, around air duct";"Published";"EG018310"
"EC011020";"8";"Plastic hose, uninsulated with spiral";"Published";"EG015510"
"EC011021";"3";"Storz coupling/hose connector";"Published";"EG015520"
"EC011022";"5";"Panel radiator";"Published";"EG015710"
"EC011023";"5";"Tube radiator";"Published";"EG015710"
"EC011024";"4";"Convector pit complete";"Published";"EG015710"
"EC011025";"4";"Armrest toilet support";"Published";"EG017210"
"EC011026";"4";"Auxiliary support leg set disabled sanitary";"Published";"EG017210"
"EC011027";"4";"Shower stool";"Published";"EG017210"
"EC011028";"6";"Grab handle/rail disabled sanitary";"Published";"EG017210"
"EC011029";"4";"Spherical wire grid cover";"Published";"EG015580"
"EC011030";"3";"Air heater, indirectly fired";"Published";"EG015210"
"EC011031";"4";"Swinging/ceiling support";"Published";"EG017210"
"EC011032";"4";"Floor stand disabled sanitary";"Published";"EG017210"
"EC011033";"4";"Refrigerant";"Published";"EG019890"
"EC011034";"6";"Fan coil unit";"Published";"EG015710"
"EC011035";"3";"Electrical accessories, ventilator convector";"Published";"EG015710"
"EC011036";"3";"Shower toilet seat";"Published";"EG017210"
"EC011037";"3";"Height adjustment system toilet support";"Published";"EG017210"
"EC011038";"4";"Accessories/spare parts for bath lift";"Published";"EG017210"
"EC011039";"4";"Accessories/spare parts for toilet support/handle";"Published";"EG017210"
"EC011040";"5";"Mechanical accessories/spare parts for pumps";"Published";"EG015260"
"EC011041";"5";"Compression ring";"Published";"EG015540"
"EC011042";"4";"Compression ring set";"Published";"EG015540"
"EC011043";"5";"Connecting nipple pressure gauge";"Published";"EG000044"
"EC011044";"4";"Earth clamp electric welding";"Published";"EG000061"
"EC011045";"5";"Battery acid tester";"Published";"EG000044"
"EC011047";"6";"Compression trial pump";"Published";"EG000044"
"EC011048";"3";"Compression trial plug";"Published";"EG000044"
"EC011049";"3";"Terminal plug";"Published";"EG000044"
"EC011050";"5";"Antifreeze meter";"Published";"EG000044"
"EC011052";"5";"Broom";"Published";"EG010220"
"EC011053";"3";"Stick";"Published";"EG010220"
"EC011054";"3";"Fire blanket";"Published";"EG010340"
"EC011055";"5";"Fire extinguisher";"Published";"EG010340"
"EC011056";"5";"Nozzle cleaner set";"Published";"EG000061"
"EC011057";"4";"Burner handle";"Published";"EG000061"
"EC011058";"4";"Burner head";"Published";"EG000061"
"EC011059";"2";"Burner extension piece";"Published";"EG000061"
"EC011060";"3";"Bending block";"Published";"EG000050"
"EC011061";"4";"Pipe bender";"Published";"EG000050"
"EC011062";"5";"Press pliers for push fittings";"Published";"EG000050"
"EC011065";"4";"Lifting jack";"Published";"EG010320"
"EC011067";"6";"Die head";"Published";"EG000050"
"EC011068";"6";"Thread cutter";"Published";"EG000050"
"EC011069";"5";"Differential pressure meter";"Published";"EG000044"
"EC011071";"2";"Electrode holder";"Published";"EG000061"
"EC011072";"4";"Bucket";"Published";"EG010220"
"EC011073";"4";"Tube expander head";"Published";"EG000050"
"EC011074";"4";"Tube expander pliers";"Published";"EG000050"
"EC011075";"3";"Expansion tank tester";"Published";"EG000044"
"EC011076";"5";"Flanging machine (tube)";"Published";"EG010330"
"EC011078";"5";"Gas lighter";"Published";"EG000061"
"EC011079";"4";"Gas bottle cart";"Published";"EG000061"
"EC011081";"3";"Gas leakage meter";"Published";"EG000044"
"EC011082";"3";"Water heater adjustment meter";"Published";"EG000044"
"EC011083";"4";"Sound intensity meter";"Published";"EG000044"
"EC011084";"6";"Cam pliers";"Published";"EG000050"
"EC011085";"3";"Hand suction set flue gas analyser";"Published";"EG000044"
"EC011086";"5";"Hard solder";"Published";"EG000061"
"EC011087";"3";"Lifting table";"Published";"EG010320"
"EC011088";"4";"Angle bender";"Published";"EG000050"
"EC011089";"2";"Boiler brush";"Published";"EG010220"
"EC011090";"3";"Tap seat grinder";"Published";"EG000050"
"EC011091";"3";"Ladder lift";"Published";"EG010320"
"EC011092";"5";"Welding/cutting torch set";"Published";"EG000061"
"EC011094";"4";"Welding goggles";"Published";"EG000061"
"EC011096";"4";"Welding wire";"Published";"EG000061"
"EC011097";"3";"Welding electrode";"Published";"EG000061"
"EC011098";"5";"Welding helmet/welding mask";"Published";"EG000061"
"EC011101";"5";"Welding torch";"Published";"EG000061"
"EC011103";"3";"Welding mirror";"Published";"EG000061"
"EC011104";"5";"Welding transformer";"Published";"EG000061"
"EC011105";"4";"Welding torch end piece";"Published";"EG000061"
"EC011106";"4";"Inspection camera (battery)";"Published";"EG000050"
"EC011108";"3";"Crane crab";"Published";"EG010320"
"EC011109";"4";"Air discharge meter";"Published";"EG010400"
"EC011110";"3";"Air velocity meter";"Published";"EG000044"
"EC011111";"2";"Air humidity meter";"Published";"EG000044"
"EC011112";"4";"Manometer protective cap";"Published";"EG000061"
"EC011114";"5";"Measuring head air velocity meter";"Published";"EG000044"
"EC011115";"2";"Defrost transformer";"Published";"EG010330"
"EC011116";"7";"Air bleed key";"Published";"EG000050"
"EC011117";"4";"Gasket cutter";"Published";"EG000050"
"EC011118";"4";"Pipe freezing device";"Published";"EG000051"
"EC011119";"4";"Pipe bending machine";"Published";"EG000050"
"EC011121";"2";"Pipe support";"Published";"EG010330"
"EC011122";"3";"Pitot tube";"Published";"EG000044"
"EC011123";"5";"Propane bottle";"Published";"EG000061"
"EC011124";"4";"Die head ratchet";"Published";"EG000050"
"EC011125";"4";"Pressure reducing valve welding- and soldering tools";"Published";"EG000061"
"EC011126";"4";"Flue gas analyser";"Published";"EG000044"
"EC011127";"4";"Flue gas probe";"Published";"EG000044"
"EC011128";"5";"Cleaning brush";"Published";"EG010220"
"EC011129";"4";"Letter/number punch set";"Published";"EG010330"
"EC011130";"5";"Cutting-/cooling liquid";"Published";"EG000060"
"EC011131";"6";"Cutting torch";"Published";"EG000061"
"EC011132";"4";"Cutting torch end piece";"Published";"EG000061"
"EC011133";"5";"Die plate holder";"Published";"EG000050"
"EC011134";"3";"Soldering tongs";"Published";"EG000061"
"EC011135";"5";"Steel wire clamp";"Published";"EG000049"
"EC011136";"2";"Welding cable plug";"Published";"EG000061"
"EC011139";"5";"Testgas fire alarm installation";"Published";"EG010210"
"EC011141";"4";"Rope";"Published";"EG010220"
"EC011143";"3";"Extractor head";"Published";"EG000050"
"EC011144";"3";"Extractor set";"Published";"EG000050"
"EC011146";"5";"Safety line";"Published";"EG000046"
"EC011147";"5";"First aid kit";"Published";"EG010340"
"EC011148";"3";"Extension rod for anemometer";"Published";"EG000044"
"EC011149";"3";"Detection instrument for tube obstructions";"Published";"EG000044"
"EC011150";"2";"Flame extinguisher";"Published";"EG000061"
"EC011151";"4";"Filling nipple gas bottle";"Published";"EG000061"
"EC011152";"4";"Guaranty case (NL-product!)";"Published";"EG000044"
"EC011153";"4";"Wind guard welding torch";"Published";"EG000061"
"EC011154";"3";"Safety strip, C-model beam clamp";"Published";"EG000049"
"EC011155";"5";"Level gauge tubular, upper and bottom part";"Published";"EG015830"
"EC011156";"5";"Level gauge tubular, bottom part";"Published";"EG015830"
"EC011157";"5";"Level gauge tubular, upper part";"Published";"EG015830"
"EC011158";"5";"Level gauge tubular, intermediate part";"Published";"EG015830"
"EC011159";"5";"Level gauge glass tubular";"Published";"EG015830"
"EC011160";"4";"Gauge, magnetic";"Published";"EG015830"
"EC011161";"5";"Viewing/checking device";"Published";"EG015830"
"EC011162";"6";"Level gauge, flat";"Published";"EG015830"
"EC011163";"6";"Shelf";"Published";"EG017210"
"EC011164";"4";"Mirror clamp";"Published";"EG017210"
"EC011165";"5";"Bimetal thermometer";"Published";"EG015830"
"EC011166";"4";"Mano-thermometer";"Published";"EG015830"
"EC011167";"4";"Pressure difference gauge";"Published";"EG015830"
"EC011168";"4";"Membrane pressure gauge";"Published";"EG015830"
"EC011169";"5";"Diaphragm drum pressure gauge";"Published";"EG015830"
"EC011170";"6";"Bourdon tube pressure gauge";"Published";"EG015830"
"EC011171";"4";"Outdoor thermostat";"Published";"EG015840"
"EC011172";"4";"Duct thermostat";"Published";"EG015840"
"EC011173";"4";"Contact thermostat";"Published";"EG015840"
"EC011174";"4";"Frost protection thermostat (air)";"Published";"EG015840"
"EC011175";"4";"Room hygrostat";"Published";"EG015840"
"EC011176";"4";"Duct hygrostat";"Published";"EG015840"
"EC011177";"4";"Air flow switch";"Published";"EG015840"
"EC011178";"5";"Float switch";"Published";"EG015840"
"EC011179";"4";"Pressure differential switch";"Published";"EG015840"
"EC011180";"5";"Claw coupling/hose connector";"Published";"EG015520"
"EC011181";"4";"Claw coupling blind cap";"Published";"EG015520"
"EC011182";"4";"Press sleeve for hose";"Published";"EG015520"
"EC011183";"4";"Hose connector/flange coupling";"Published";"EG015520"
"EC011184";"3";"Compression coupling for hose/thread";"Published";"EG015520"
"EC011185";"3";"Compression coupling, hose T and L/thread";"Published";"EG015520"
"EC011186";"3";"Banjo compression coupling for hose";"Published";"EG015520"
"EC011187";"4";"Quick coupling/thread";"Published";"EG015520"
"EC011188";"5";"Ashtray holder";"Published";"EG017210"
"EC011189";"5";"Garbage bucket";"Published";"EG017210"
"EC011190";"4";"Basket";"Published";"EG017210"
"EC011191";"2";"Accent colour element";"Published";"EG017210"
"EC011192";"4";"Lavatory brush for set";"Published";"EG017210"
"EC011193";"2";"Laundry line";"Published";"EG017210"
"EC011194";"6";"Flow switch, liquid";"Published";"EG015840"
"EC011195";"4";"Built-in flow switch, liquid";"Published";"EG015840"
"EC011196";"5";"Toilet seat";"Published";"EG017210"
"EC011197";"6";"Pneumatic servomotor for valves";"Published";"EG015620"
"EC011198";"3";"Ceiling induction unit";"Published";"EG015240"
"EC011199";"3";"Façade induction unit";"Published";"EG015240"
"EC011200";"3";"Passive ceiling cooling convector";"Published";"EG015240"
"EC011205";"5";"Level switch for steam boiler";"Published";"EG015840"
"EC011206";"6";"Electronic level switch";"Published";"EG015840"
"EC011215";"3";"Braiding for hose";"Published";"EG015510"
"EC011217";"4";"Oval air duct";"Published";"EG015550"
"EC011219";"4";"Cover, round air duct";"Published";"EG015560"
"EC011220";"5";"Connecting piece, round air duct";"Published";"EG015560"
"EC011221";"4";"Inspection bend, round air duct";"Published";"EG015560"
"EC011222";"3";"Outlet bend, round air duct";"Published";"EG015560"
"EC011223";"5";"Cover, double-walled round air duct";"Published";"EG015560"
"EC011224";"5";"Connection piece double-walled round air duct";"Published";"EG015560"
"EC011225";"3";"Automatic burner";"Published";"EG015280"
"EC011228";"4";"Frost temperature sensor, passive";"Published";"EG015820"
"EC011229";"4";"Flue temperature sensor, passive";"Published";"EG015820"
"EC011230";"4";"Signal converter, passive";"Published";"EG015850"
"EC011231";"3";"Signal converter active";"Published";"EG015850"
"EC011232";"1";"Sound-insulating grille";"Published";"EG015240"
"EC011233";"6";"Hose connector/threaded coupling";"Published";"EG015520"
"EC011234";"5";"Roll filter";"Published";"EG015140"
"EC011235";"5";"Cellular filter";"Published";"EG015140"
"EC011236";"4";"Round air filter";"Published";"EG015140"
"EC011237";"1";"Frame for air filter";"Published";"EG015140"
"EC011238";"5";"Cartridge air filter";"Published";"EG015140"
"EC011239";"2";"Roll air filter unit";"Published";"EG015140"
"EC011240";"2";"Air filter frame";"Published";"EG015140"
"EC011241";"4";"Air filter duct housing";"Published";"EG015140"
"EC011242";"3";"Wall/roof duct, round air duct";"Published";"EG015560"
"EC011244";"3";"Tensioning ring, round air duct";"Published";"EG015560"
"EC011245";"5";"Sound-absorbing bend, round air duct";"Published";"EG018310"
"EC011246";"5";"Sound-absorbing roof duct round air duct";"Published";"EG018310"
"EC011247";"5";"Sound absorber, oval air duct";"Published";"EG018310"
"EC011248";"2";"Flanged ring for metal hose";"Published";"EG015520"
"EC011249";"3";"Air filter unit";"Published";"EG015140"
"EC011252";"3";"Cowl for roof mounted fan";"Published";"EG015580"
"EC011253";"2";"Roof sleeve for roof mounted fan";"Published";"EG015580"
"EC011254";"2";"Acoustic silencer for roof mounted fan";"Published";"EG015580"
"EC011255";"2";"Flange ring, round duct";"Published";"EG015560"
"EC011257";"3";"Insulation, cover ring, round air duct";"Published";"EG015560"
"EC011258";"3";"Loose flange, round air duct";"Published";"EG015560"
"EC011259";"3";"Suction cone round air duct";"Published";"EG015560"
"EC011260";"3";"Inspection piece, round air duct";"Published";"EG015560"
"EC011261";"2";"Mounting ring, hose/valve";"Published";"EG015560"
"EC011262";"4";"Telescopic pipe, round air duct";"Published";"EG015560"
"EC011264";"4";"Connecting piece, oval air duct";"Published";"EG015560"
"EC011265";"3";"Cover, oval air duct";"Published";"EG015560"
"EC011266";"3";"Oval saddle for air duct";"Published";"EG015560"
"EC011267";"4";"Ventilation cover, round air duct";"Published";"EG015580"
"EC011268";"4";"Control valve, round air duct";"Published";"EG015630"
"EC011269";"3";"Clamp coupling/hose connector";"Published";"EG015520"
"EC011270";"6";"Solid rubber plate";"Published";"EG019720"
"EC011271";"3";"Roof sleeve upstand for roof mounted fan";"Published";"EG015580"
"EC011272";"1";"Flange plate for roof mounted fan";"Published";"EG015580"
"EC011273";"3";"Flexible duct connector";"Published";"EG015570"
"EC011274";"2";"Set-up piece for roof mounted fan";"Published";"EG015580"
"EC011275";"3";"Diaphragm valve (round)";"Published";"EG015630"
"EC011276";"5";"Smoke valve double-walled round air duct";"Published";"EG015630"
"EC011277";"3";"Smoke valve air duct";"Published";"EG015630"
"EC011278";"4";"Control valve, double-walled air duct";"Published";"EG015630"
"EC011279";"3";"Slide valve, round air duct";"Published";"EG015630"
"EC011280";"3";"Three-way valve, round air duct";"Published";"EG015630"
"EC011281";"2";"Non-return valve, round air duct";"Published";"EG015810"
"EC011282";"5";"Non-return valve double-walled round air duct";"Published";"EG015810"
"EC011283";"3";"Sand separation air grille";"Published";"EG015240"
"EC011284";"3";"Nozzle grille in frame";"Published";"EG015240"
"EC011285";"4";"Heat recovery unit for residential construction";"Published";"EG015220"
"EC011286";"6";"Heat recovery unit";"Published";"EG015220"
"EC011287";"2";"Inspection hatch for air duct";"Published";"EG015580"
"EC011288";"4";"Two-point bottom connecting block";"Published";"EG015540"
"EC011289";"5";"Toilet closet";"Published";"EG017110"
"EC011290";"8";"Electric servomotor";"Published";"EG015620"
"EC011291";"4";"Punched plate grille";"Published";"EG015240"
"EC011292";"4";"Adapter upstand for flat roof";"Published";"EG015580"
"EC011293";"2";"Heat exchanger ventilation cover";"Published";"EG015560"
"EC011294";"4";"Set-up piece roof upstand prefab chimney single family house";"Published";"EG015580"
"EC011295";"3";"Thermostatic control element for valve with remote sensor/operation";"Published";"EG015610"
"EC011296";"4";"Radiator connection combination for decor radiator";"Published";"EG015610"
"EC011297";"4";"PTFE hose";"Published";"EG015510"
"EC011298";"4";"Coupling set for heat generator";"Published";"EG015280"
"EC011299";"6";"Single-walled flue gas pipe";"Published";"EG015550"
"EC011300";"4";"Bucket grid";"Published";"EG017210"
"EC011301";"5";"Hot water air curtain";"Published";"EG015240"
"EC011302";"5";"Built-in flushing reservoir without frame";"Published";"EG017120"
"EC011303";"5";"Cast-iron pipe";"Published";"EG015530"
"EC011304";"8";"Step spanner";"Published";"EG000050"
"EC011305";"2";"Mobile electric spindle float";"Published";"EG015640"
"EC011306";"4";"Loose components, handle for adapted sanitary fittings";"Published";"EG017210"
"EC011307";"5";"Accessories/spare parts for servomotor";"Published";"EG015620"
"EC011308";"5";"Accessories/spare parts for room thermostat/clock thermostat";"Published";"EG015840"
"EC011309";"6";"Room clock thermostat";"Published";"EG015840"
"EC011310";"8";"Three-way control valve";"Published";"EG015610"
"EC011311";"8";"Safety valve";"Published";"EG015810"
"EC011312";"5";"Pressure-compensated control valve";"Published";"EG015810"
"EC011313";"4";"Accessories/spare parts for zone controller";"Published";"EG015840"
"EC011314";"8";"Rubber hose";"Published";"EG015510"
"EC011315";"6";"Kitchen sink";"Published";"EG017110"
"EC011316";"3";"Closet part closet combination";"Published";"EG017110"
"EC011317";"5";"Wash fountain";"Published";"EG017110"
"EC011318";"6";"Toilet combination";"Published";"EG017110"
"EC011319";"3";"Accessories/spare parts for flow and pressure controller";"Published";"EG015810"
"EC011320";"3";"Measuring device for flow and pressure controllers";"Published";"EG015810"
"EC011321";"3";"Fastening strip, insulating plate, floor heating";"Published";"EG000049"
"EC011322";"3";"Anchor clip floor mounted pipe";"Published";"EG000049"
"EC011323";"3";"Heat-conducting plate, floor heating";"Published";"EG000049"
"EC011325";"3";"Central heating refill installation";"Published";"EG015260"
"EC011326";"3";"Distance holder for flexible flue liner";"Published";"EG015560"
"EC011327";"4";"Built-in mixing tap";"Published";"EG017610"
"EC011328";"5";"Washbasin mixing tap";"Published";"EG017610"
"EC011329";"5";"Shower mixing tap";"Published";"EG017610"
"EC011330";"3";"Electric air heater, suspended";"Published";"EG015210"
"EC011331";"5";"Siphon cover";"Published";"EG017110"
"EC011332";"5";"Slophopper";"Published";"EG017110"
"EC011333";"6";"Inline circulation pump";"Published";"EG015260"
"EC011334";"6";"Multistage centrifugal pump";"Published";"EG015260"
"EC011335";"6";"Rail joint for mounting rail";"Published";"EG019710"
"EC011336";"4";"Double wall/built-in element wall-hung closet with flush valve";"Published";"EG017130"
"EC011337";"3";"Double wall/built-in element urinal with flushing reservoir";"Published";"EG017130"
"EC011338";"4";"Accessories/spare parts for double wall/built-in element sanitary";"Published";"EG017130"
"EC011339";"4";"Accessories/spare parts for flushing reservoir";"Published";"EG017140"
"EC011340";"3";"Ceramic tile";"Published";"EG019510"
"EC011341";"3";"Mosaic tile";"Published";"EG019510"
"EC011342";"3";"Closet connecting piece";"Published";"EG017550"
"EC011343";"7";"Ball valve";"Published";"EG015610"
"EC011344";"5";"Shut-off valve for sanitary devices";"Published";"EG017610"
"EC011345";"6";"Stop valve with knee control";"Published";"EG017610"
"EC011346";"5";"Kitchen hand shower";"Published";"EG017630"
"EC011347";"4";"Technical gas";"Published";"EG019890"
"EC011348";"6";"Plastic hose without inlay";"Published";"EG015510"
"EC011349";"6";"Accessories/spare parts for sensors";"Published";"EG015880"
"EC011350";"5";"Roof drain funnel, side outlet";"Published";"EG015110"
"EC011353";"5";"Pipe trap 0, 90, 180 degrees";"Published";"EG015540"
"EC011355";"3";"Fastening mat for floor heating";"Published";"EG000049"
"EC011356";"5";"Hose saddle";"Published";"EG015510"
"EC011357";"5";"Flat air filter";"Published";"EG015140"
"EC011358";"2";"Roof gutter outlet";"Published";"EG015110"
"EC011359";"4";"Vortex grille";"Published";"EG015240"
"EC011360";"4";"Lamella grille";"Published";"EG015240"
"EC011361";"6";"Flexible flue gas pipe";"Published";"EG015550"
"EC011362";"4";"Cover rectangular air duct";"Published";"EG015560"
"EC011363";"4";"Niche pipe";"Published";"EG015560"
"EC011364";"6";"Double-walled flue gas attachment, 3 connections";"Published";"EG015560"
"EC011365";"3";"Coupling piece, embedding duct";"Published";"EG015560"
"EC011366";"4";"Fastening wedge, carrying pipe section";"Published";"EG000049"
"EC011367";"5";"VAV-controller";"Published";"EG015850"
"EC011368";"6";"Double wall/built-in element bidet";"Published";"EG017130"
"EC011369";"5";"Double wall/built-in element washbasin";"Published";"EG017130"
"EC011370";"6";"Double wall/built-in element urinal with flush valve";"Published";"EG017130"
"EC011371";"5";"Spray sprinkler";"Published";"EG015610"
"EC011372";"5";"Wall sprinkler";"Published";"EG015610"
"EC011373";"5";"Dry sprinkler";"Published";"EG015610"
"EC011374";"5";"Central mixing valve, hot tap water";"Published";"EG017610"
"EC011375";"5";"Water tap";"Published";"EG017610"
"EC011376";"4";"Open and closed sprinklers";"Published";"EG015610"
"EC011377";"5";"Double sprinkler with alert";"Published";"EG015610"
"EC011378";"6";"Outdoor faucet";"Published";"EG017610"
"EC011379";"4";"Insert for tap";"Published";"EG017620"
"EC011380";"6";"Control element for sanitary tap";"Published";"EG017620"
"EC011381";"3";"Bathroom furniture set";"Published";"EG017960"
"EC011382";"4";"Washbasin lower cupboard";"Published";"EG017960"
"EC011383";"5";"Shower head";"Published";"EG017640"
"EC011384";"5";"Washbasin top cabinet";"Published";"EG017960"
"EC011385";"5";"Concentric flue gas/air supply form piece, 1 connection";"Published";"EG015560"
"EC011386";"6";"Steel pipe";"Published";"EG015530"
"EC011387";"3";"Aboveground hydrant";"Published";"EG015610"
"EC011388";"2";"Storm collar, round duct";"Published";"EG015560"
"EC011389";"4";"Rainwater pipe square";"Published";"EG015530"
"EC011390";"5";"Standing combination boiler, integrated burner";"Published";"EG015210"
"EC011391";"6";"Hot tap water boiler electric";"Published";"EG015210"
"EC011392";"6";"Hot tap water boiler indirectly heated";"Published";"EG015210"
"EC011393";"3";"Boiler, indirectly fired, with control system";"Published";"EG015210"
"EC011394";"3";"Hot tap water heater, indirectly fired with control system";"Published";"EG015210"
"EC011395";"3";"Air heater, directly fired, suspended";"Published";"EG015210"
"EC011396";"6";"Wall-mounted gas combination boiler";"Published";"EG015210"
"EC011397";"5";"Standing boiler with integrated burner";"Published";"EG015210"
"EC011398";"6";"Roof discharge funnel bottom outlet";"Published";"EG015110"
"EC011399";"4";"Flexible connecting hose (metal)";"Published";"EG015510"
"EC011400";"5";"Intermediate pre-expansion vessel";"Published";"EG015120"
"EC011401";"4";"Accessories/spare parts for electric two-way control valve";"Published";"EG015620"
"EC011402";"4";"Accessories/spare parts for kitchen extraction box";"Published";"EG015560"
"EC011403";"2";"Insulation tray for central heating plate changer";"Published";"EG015220"
"EC011404";"5";"Breather for transport pipe";"Published";"EG015810"
"EC011406";"4";"Façade louver";"Published";"EG015630"
"EC011407";"2";"Console for servomotor";"Published";"EG015620"
"EC011408";"7";"Electrically controlled two-way control valve";"Published";"EG015610"
"EC011409";"6";"One-piece bracket";"Published";"EG000049"
"EC011412";"6";"Toilet discharge sleeve";"Published";"EG017550"
"EC011413";"6";"Double-walled flue gas attachment, 2 connections";"Published";"EG015560"
"EC011414";"4";"Extension, urinal control unit";"Published";"EG017610"
"EC011415";"4";"Suspension eye, suspension strap";"Published";"EG000049"
"EC011416";"5";"Diverter tap";"Published";"EG017610"
"EC011418";"6";"Fire fighting valve";"Published";"EG015610"
"EC011419";"4";"Liquid flow sensor";"Published";"EG015820"
"EC011421";"5";"Outlet for sanitary taps";"Published";"EG017620"
"EC011422";"4";"Mounted transport wheel";"Published";"EG015920"
"EC011423";"6";"Cookerhood central exhaust system";"Published";"EG015240"
"EC011424";"6";"Wall plate mixing tap";"Published";"EG017610"
"EC011425";"4";"Outlet bend, rectangular air duct";"Published";"EG015560"
"EC011426";"6";"Membrane valve";"Published";"EG015610"
"EC011427";"1";"Stoma Washbasin";"Published";"EG017110"
"EC011428";"3";"Corner mounting piece for toilet support";"Published";"EG017210"
"EC011430";"6";"Slop sink";"Published";"EG017110"
"EC011431";"6";"Kitchen mixing tap";"Published";"EG017610"
"EC011432";"4";"Corner piece roof gutter";"Published";"EG015110"
"EC011433";"3";"Bracket piece, sleeveless cast iron";"Published";"EG015540"
"EC011434";"4";"Boarding sanitary installation wall system";"Published";"EG017970"
"EC011435";"8";"Two way control valve";"Published";"EG015610"
"EC011436";"4";"Accessories/spare parts for domestic control set";"Published";"EG015850"
"EC011438";"3";"Base plate for freely programmable controller";"Published";"EG015850"
"EC011439";"5";"Roof duct, round air duct";"Published";"EG015560"
"EC011440";"3";"Pipe duct";"Published";"EG000006"
"EC011441";"6";"Aluminium pipe";"Published";"EG015530"
"EC011442";"3";"Z-joint for mounting rail";"Published";"EG019710"
"EC011443";"7";"Shower tray";"Published";"EG017110"
"EC011444";"8";"Round air duct";"Published";"EG015550"
"EC011445";"6";"Washbasin column";"Published";"EG017110"
"EC011446";"6";"Piston valve";"Published";"EG015610"
